player
AB de Villiers,https://static.cricbuzz.com/a/img/v1/1080x608/i1/c22570/virender-sehwag-last-represented-india-in-march-2013.jpg
SL Malinga,https://static.cricbuzz.com/a/img/v1/1080x608/i1/c22570/virender-sehwag-last-represented-india-in-march-2013.jpg
SB Wagh,https://static.cricbuzz.com/a/img/v1/1080x608/i1/c22570/virender-sehwag-last-represented-india-in-march-2013.jpg
JH Kallis,https://static.cricbuzz.com/a/img/v1/1080x608/i1/c22570/virender-sehwag-last-represented-india-in-march-2013.jpg
SK Warne,https://static.cricbuzz.com/a/img/v1/1080x608/i1/c22570/virender-sehwag-last-represented-india-in-march-2013.jpg
SR Tendulkar,https://static.cricbuzz.com/a/img/v1/1080x608/i1/c22570/virender-sehwag-last-represented-india-in-march-2013.jpg
PC Valthaty,https://static.cricbuzz.com/a/img/v1/1080x608/i1/c22570/virender-sehwag-last-represented-india-in-march-2013.jpg
MD Mishra,https://static.cricbuzz.com/a/img/v1/1080x608/i1/c22570/virender-sehwag-last-represented-india-in-march-2013.jpg
DW Steyn,https://static.cricbuzz.com/a/img/v1/1080x608/i1/c22570/virender-sehwag-last-represented-india-in-march-2013.jpg
G Gambhir,https://static.cricbuzz.com/a/img/v1/1080x608/i1/c22570/virender-sehwag-last-represented-india-in-march-2013.jpg
BB McCullum,https://static.cricbuzz.com/a/img/v1/1080x608/i1/c22570/virender-sehwag-last-represented-india-in-march-2013.jpg
MEK Hussey,https://static.cricbuzz.com/a/img/v1/1080x608/i1/c22570/virender-sehwag-last-represented-india-in-march-2013.jpg
PC Valthaty,https://static.cricbuzz.com/a/img/v1/1080x608/i1/c22570/virender-sehwag-last-represented-india-in-march-2013.jpg
Yuvraj Singh,https://static.cricbuzz.com/a/img/v1/1080x608/i1/c22570/virender-sehwag-last-represented-india-in-march-2013.jpg
L Balaji,https://static.cricbuzz.com/a/img/v1/1080x608/i1/c22570/virender-sehwag-last-represented-india-in-march-2013.jpg
BB McCullum,https://static.cricbuzz.com/a/img/v1/1080x608/i1/c22570/virender-sehwag-last-represented-india-in-march-2013.jpg
S Sohal,https://static.cricbuzz.com/a/img/v1/1080x608/i1/c22570/virender-sehwag-last-represented-india-in-march-2013.jpg
MM Patel,https://static.cricbuzz.com/a/img/v1/1080x608/i1/c22570/virender-sehwag-last-represented-india-in-march-2013.jpg
DPMD Jayawardene,https://static.cricbuzz.com/a/img/v1/1080x608/i1/c22570/virender-sehwag-last-represented-india-in-march-2013.jpg
SE Marsh,https://static.cricbuzz.com/a/img/v1/1080x608/i1/c22570/virender-sehwag-last-represented-india-in-march-2013.jpg
Harbhajan Singh,https://static.cricbuzz.com/a/img/v1/1080x608/i1/c22570/virender-sehwag-last-represented-india-in-march-2013.jpg
CH Gayle,https://static.cricbuzz.com/a/img/v1/1080x608/i1/c22570/virender-sehwag-last-represented-india-in-march-2013.jpg
DA Warner,https://static.cricbuzz.com/a/img/v1/1080x608/i1/c22570/virender-sehwag-last-represented-india-in-march-2013.jpg
SL Malinga,https://static.cricbuzz.com/a/img/v1/1080x608/i1/c22570/virender-sehwag-last-represented-india-in-march-2013.jpg
SK Warne,https://static.cricbuzz.com/a/img/v1/1080x608/i1/c22570/virender-sehwag-last-represented-india-in-march-2013.jpg
MEK Hussey,https://static.cricbuzz.com/a/img/v1/1080x608/i1/c22570/virender-sehwag-last-represented-india-in-march-2013.jpg
V Kohli,https://static.cricbuzz.com/a/img/v1/1080x608/i1/c22570/virender-sehwag-last-represented-india-in-march-2013.jpg
DE Bollinger,https://static.cricbuzz.com/a/img/v1/1080x608/i1/c22570/virender-sehwag-last-represented-india-in-march-2013.jpg
I Sharma,https://static.cricbuzz.com/a/img/v1/1080x608/i1/c22570/virender-sehwag-last-represented-india-in-march-2013.jpg
MK Tiwary,https://static.cricbuzz.com/a/img/v1/1080x608/i1/c22570/virender-sehwag-last-represented-india-in-march-2013.jpg
J Botha,https://static.cricbuzz.com/a/img/v1/1080x608/i1/c22570/virender-sehwag-last-represented-india-in-march-2013.jpg
V Kohli,https://static.cricbuzz.com/a/img/v1/1080x608/i1/c22570/virender-sehwag-last-represented-india-in-march-2013.jpg
V Sehwag,https://static.cricbuzz.com/a/img/v1/1080x608/i1/c22570/virender-sehwag-last-represented-india-in-march-2013.jpg
Iqbal Abdulla,https://static.cricbuzz.com/a/img/v1/1080x608/i1/c22570/virender-sehwag-last-represented-india-in-march-2013.jpg
LRPL Taylor,https://static.cricbuzz.com/a/img/v1/1080x608/i1/c22570/virender-sehwag-last-represented-india-in-march-2013.jpg
JA Morkel,https://static.cricbuzz.com/a/img/v1/1080x608/i1/c22570/virender-sehwag-last-represented-india-in-march-2013.jpg
